PLAYER_x,CLUB,POSITION_x,ASSISTS,CORNER(TAKEN),OFFSIDES,DRIBBLES,MATCHES_x,PLAYER_y,POSITION_y,RECOVERY(BALL),TACKLES,TACKLES(WON),TACKLES(LOST),CLEARANCE(ATTEMPT),MATCHES_y
Pulišić,Chelsea,Midfielder,1,0,1,11,7,Lukaku,Forward,2,1,1,0,0,6
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Thiago Silva,Defender,65,9,4,5,17,9
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Rüdiger,Defender,46,9,5,4,16,9
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Christensen,Defender,41,10,6,4,14,8
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Jorginho,Midfielder,38,7,5,2,2,8
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Kanté,Midfielder,29,9,3,6,4,6
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,James,Defender,27,2,1,1,6,6
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Azpilicueta,Defender,26,6,3,3,9,9
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Mount,Midfielder,17,4,1,3,0,7
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Alonso,Defender,17,3,1,2,4,8
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Kovačić,Midfielder,16,12,5,7,1,6
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Ziyech,Midfielder,11,5,2,3,1,9
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Loftus-Cheek,Forward,11,4,2,2,2,8
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Sarr,Defender,9,1,1,0,7,2
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Saúl Ñíguez,Midfielder,8,4,4,0,5,5
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Werner,Forward,8,0,0,0,0,5
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Havertz,Midfielder,7,3,0,3,6,9
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Hudson-Odoi,Midfielder,7,2,0,2,0,5
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Chalobah,Defender,7,1,0,1,4,3
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Chilwell,Defender,5,1,0,1,1,4
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Pulišić,Midfielder,3,3,1,2,0,7
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Barkley,Midfielder,3,0,0,0,0,3
Loftus-Cheek,Chelsea,Forward,1,0,0,15,8,Lukaku,Forward,2,1,1,0,0,6
Kanté,Chelsea,Midfielder,1,0,0,4,6,Thiago Silva,Defender,65,9,4,5,17,9
Kanté,Chelsea,Midfielder,1,0,0,4,6,Rüdiger,Defender,46,9,5,4,16,9
Kanté,Chelsea,Midfielder,1,0,0,4,6,Christensen,Defender,41,10,6,4,14,8
Kanté,Chelsea,Midfielder,1,0,0,4,6,Jorginho,Midfielder,38,7,5,2,2,8
Kanté,Chelsea,Midfielder,1,0,0,4,6,Kanté,Midfielder,29,9,3,6,4,6
Kanté,Chelsea,Midfielder,1,0,0,4,6,James,Defender,27,2,1,1,6,6
Kanté,Chelsea,Midfielder,1,0,0,4,6,Azpilicueta,Defender,26,6,3,3,9,9
Kanté,Chelsea,Midfielder,1,0,0,4,6,Mount,Midfielder,17,4,1,3,0,7
Kanté,Chelsea,Midfielder,1,0,0,4,6,Alonso,Defender,17,3,1,2,4,8
Kanté,Chelsea,Midfielder,1,0,0,4,6,Kovačić,Midfielder,16,12,5,7,1,6
Kanté,Chelsea,Midfielder,1,0,0,4,6,Ziyech,Midfielder,11,5,2,3,1,9
Kanté,Chelsea,Midfielder,1,0,0,4,6,Loftus-Cheek,Forward,11,4,2,2,2,8
Kanté,Chelsea,Midfielder,1,0,0,4,6,Sarr,Defender,9,1,1,0,7,2
Kanté,Chelsea,Midfielder,1,0,0,4,6,Saúl Ñíguez,Midfielder,8,4,4,0,5,5
Kanté,Chelsea,Midfielder,1,0,0,4,6,Werner,Forward,8,0,0,0,0,5
Kanté,Chelsea,Midfielder,1,0,0,4,6,Havertz,Midfielder,7,3,0,3,6,9
Kanté,Chelsea,Midfielder,1,0,0,4,6,Hudson-Odoi,Midfielder,7,2,0,2,0,5
Kanté,Chelsea,Midfielder,1,0,0,4,6,Chalobah,Defender,7,1,0,1,4,3
Kanté,Chelsea,Midfielder,1,0,0,4,6,Chilwell,Defender,5,1,0,1,1,4
Kanté,Chelsea,Midfielder,1,0,0,4,6,Pulišić,Midfielder,3,3,1,2,0,7
Kanté,Chelsea,Midfielder,1,0,0,4,6,Barkley,Midfielder,3,0,0,0,0,3
Kanté,Chelsea,Midfielder,1,0,0,4,6,Lukaku,Forward,2,1,1,0,0,6
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Thiago Silva,Defender,65,9,4,5,17,9
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Rüdiger,Defender,46,9,5,4,16,9
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Christensen,Defender,41,10,6,4,14,8
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Jorginho,Midfielder,38,7,5,2,2,8
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Kanté,Midfielder,29,9,3,6,4,6
Azpilicueta,Chelsea,Defender,1,0,0,3,9,James,Defender,27,2,1,1,6,6
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Azpilicueta,Defender,26,6,3,3,9,9
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Mount,Midfielder,17,4,1,3,0,7
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Alonso,Defender,17,3,1,2,4,8
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Kovačić,Midfielder,16,12,5,7,1,6
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Ziyech,Midfielder,11,5,2,3,1,9
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Loftus-Cheek,Forward,11,4,2,2,2,8
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Sarr,Defender,9,1,1,0,7,2
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Saúl Ñíguez,Midfielder,8,4,4,0,5,5
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Werner,Forward,8,0,0,0,0,5
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Havertz,Midfielder,7,3,0,3,6,9
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Hudson-Odoi,Midfielder,7,2,0,2,0,5
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Chalobah,Defender,7,1,0,1,4,3
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Chilwell,Defender,5,1,0,1,1,4
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Pulišić,Midfielder,3,3,1,2,0,7
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Barkley,Midfielder,3,0,0,0,0,3
Azpilicueta,Chelsea,Defender,1,0,0,3,9,Lukaku,Forward,2,1,1,0,0,6
Christensen,Chelsea,Defender,1,0,0,1,8,Thiago Silva,Defender,65,9,4,5,17,9
Christensen,Chelsea,Defender,1,0,0,1,8,Rüdiger,Defender,46,9,5,4,16,9
Christensen,Chelsea,Defender,1,0,0,1,8,Christensen,Defender,41,10,6,4,14,8
Christensen,Chelsea,Defender,1,0,0,1,8,Jorginho,Midfielder,38,7,5,2,2,8
Christensen,Chelsea,Defender,1,0,0,1,8,Kanté,Midfielder,29,9,3,6,4,6
Christensen,Chelsea,Defender,1,0,0,1,8,James,Defender,27,2,1,1,6,6
Christensen,Chelsea,Defender,1,0,0,1,8,Azpilicueta,Defender,26,6,3,3,9,9
Christensen,Chelsea,Defender,1,0,0,1,8,Mount,Midfielder,17,4,1,3,0,7
Christensen,Chelsea,Defender,1,0,0,1,8,Alonso,Defender,17,3,1,2,4,8
Christensen,Chelsea,Defender,1,0,0,1,8,Kovačić,Midfielder,16,12,5,7,1,6
Christensen,Chelsea,Defender,1,0,0,1,8,Ziyech,Midfielder,11,5,2,3,1,9
Christensen,Chelsea,Defender,1,0,0,1,8,Loftus-Cheek,Forward,11,4,2,2,2,8
Christensen,Chelsea,Defender,1,0,0,1,8,Sarr,Defender,9,1,1,0,7,2
Christensen,Chelsea,Defender,1,0,0,1,8,Saúl Ñíguez,Midfielder,8,4,4,0,5,5
Christensen,Chelsea,Defender,1,0,0,1,8,Werner,Forward,8,0,0,0,0,5
Christensen,Chelsea,Defender,1,0,0,1,8,Havertz,Midfielder,7,3,0,3,6,9
Christensen,Chelsea,Defender,1,0,0,1,8,Hudson-Odoi,Midfielder,7,2,0,2,0,5
Christensen,Chelsea,Defender,1,0,0,1,8,Chalobah,Defender,7,1,0,1,4,3
Christensen,Chelsea,Defender,1,0,0,1,8,Chilwell,Defender,5,1,0,1,1,4
Christensen,Chelsea,Defender,1,0,0,1,8,Pulišić,Midfielder,3,3,1,2,0,7
Christensen,Chelsea,Defender,1,0,0,1,8,Barkley,Midfielder,3,0,0,0,0,3
Christensen,Chelsea,Defender,1,0,0,1,8,Lukaku,Forward,2,1,1,0,0,6
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Thiago Silva,Defender,65,9,4,5,17,9
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Rüdiger,Defender,46,9,5,4,16,9
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Christensen,Defender,41,10,6,4,14,8
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Jorginho,Midfielder,38,7,5,2,2,8
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Kanté,Midfielder,29,9,3,6,4,6
Thiago Silva,Chelsea,Defender,1,0,0,0,9,James,Defender,27,2,1,1,6,6
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Azpilicueta,Defender,26,6,3,3,9,9
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Mount,Midfielder,17,4,1,3,0,7
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Alonso,Defender,17,3,1,2,4,8
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Kovačić,Midfielder,16,12,5,7,1,6
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Ziyech,Midfielder,11,5,2,3,1,9
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Loftus-Cheek,Forward,11,4,2,2,2,8
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Sarr,Defender,9,1,1,0,7,2
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Saúl Ñíguez,Midfielder,8,4,4,0,5,5
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Werner,Forward,8,0,0,0,0,5
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Havertz,Midfielder,7,3,0,3,6,9
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Hudson-Odoi,Midfielder,7,2,0,2,0,5
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Chalobah,Defender,7,1,0,1,4,3
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Chilwell,Defender,5,1,0,1,1,4
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Pulišić,Midfielder,3,3,1,2,0,7
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Barkley,Midfielder,3,0,0,0,0,3
Thiago Silva,Chelsea,Defender,1,0,0,0,9,Lukaku,Forward,2,1,1,0,0,6
Lang,Club Brugge,Forward,1,12,5,17,6,Hendry,Defender,42,6,4,2,18,6
Lang,Club Brugge,Forward,1,12,5,17,6,Nsoki,Defender,41,7,2,5,27,6
Lang,Club Brugge,Forward,1,12,5,17,6,Balanta,Midfielder,37,10,3,7,9,5
Lang,Club Brugge,Forward,1,12,5,17,6,Clinton Mata,Defender,22,8,4,4,14,6
Lang,Club Brugge,Forward,1,12,5,17,6,Vanaken,Midfielder,22,1,0,1,3,6
Lang,Club Brugge,Forward,1,12,5,17,6,Lang,Forward,16,7,3,4,3,6
Lang,Club Brugge,Forward,1,12,5,17,6,Rits,Midfielder,14,5,3,2,2,6
Lang,Club Brugge,Forward,1,12,5,17,6,Sobol,Defender,14,4,3,1,11,4
Lang,Club Brugge,Forward,1,12,5,17,6,Ricca,Defender,12,0,0,0,11,4
Lang,Club Brugge,Forward,1,12,5,17,6,Sowah,Forward,11,7,1,6,4,5
Lang,Club Brugge,Forward,1,12,5,17,6,Van Der Brempt,Defender,11,5,3,2,2,5
Lang,Club Brugge,Forward,1,12,5,17,6,De Ketelaere,Forward,9,1,0,1,1,6
Lang,Club Brugge,Forward,1,12,5,17,6,Mechele,Defender,5,1,0,1,5,3
Lang,Club Brugge,Forward,1,12,5,17,6,Vormer,Midfielder,3,4,2,2,1,4
Lang,Club Brugge,Forward,1,12,5,17,6,Mbamba-Muanda,Defender,3,1,0,1,0,3
De Ketelaere,Club Brugge,Forward,1,6,10,6,6,Hendry,Defender,42,6,4,2,18,6
De Ketelaere,Club Brugge,Forward,1,6,10,6,6,Nsoki,Defender,41,7,2,5,27,6
De Ketelaere,Club Brugge,Forward,1,6,10,6,6,Balanta,Midfielder,37,10,3,7,9,5
De Ketelaere,Club Brugge,Forward,1,6,10,6,6,Clinton Mata,Defender,22,8,4,4,14,6
De Ketelaere,Club Brugge,Forward,1,6,10,6,6,Vanaken,Midfielder,22,1,0,1,3,6
De Ketelaere,Club Brugge,Forward,1,6,10,6,6,Lang,Forward,16,7,3,4,3,6
De Ketelaere,Club Brugge,Forward,1,6,10,6,6,Rits,Midfielder,14,5,3,2,2,6
De Ketelaere,Club Brugge,Forward,1,6,10,6,6,Sobol,Defender,14,4,3,1,11,4
De Ketelaere,Club Brugge,Forward,1,6,10,6,6,Ricca,Defender,12,0,0,0,11,4
De Ketelaere,Club Brugge,Forward,1,6,10,6,6,Sowah,Forward,11,7,1,6,4,5
De Ketelaere,Club Brugge,Forward,1,6,10,6,6,Van Der Brempt,Defender,11,5,3,2,2,5
De Ketelaere,Club Brugge,Forward,1,6,10,6,6,De Ketelaere,Forward,9,1,0,1,1,6
De Ketelaere,Club Brugge,Forward,1,6,10,6,6,Mechele,Defender,5,1,0,1,5,3
De Ketelaere,Club Brugge,Forward,1,6,10,6,6,Vormer,Midfielder,3,4,2,2,1,4
De Ketelaere,Club Brugge,Forward,1,6,10,6,6,Mbamba-Muanda,Defender,3,1,0,1,0,3
Vormer,Club Brugge,Midfielder,1,6,1,0,4,Hendry,Defender,42,6,4,2,18,6
Vormer,Club Brugge,Midfielder,1,6,1,0,4,Nsoki,Defender,41,7,2,5,27,6
Vormer,Club Brugge,Midfielder,1,6,1,0,4,Balanta,Midfielder,37,10,3,7,9,5
Vormer,Club Brugge,Midfielder,1,6,1,0,4,Clinton Mata,Defender,22,8,4,4,14,6
Vormer,Club Brugge,Midfielder,1,6,1,0,4,Vanaken,Midfielder,22,1,0,1,3,6
Vormer,Club Brugge,Midfielder,1,6,1,0,4,Lang,Forward,16,7,3,4,3,6
Vormer,Club Brugge,Midfielder,1,6,1,0,4,Rits,Midfielder,14,5,3,2,2,6
Vormer,Club Brugge,Midfielder,1,6,1,0,4,Sobol,Defender,14,4,3,1,11,4
Vormer,Club Brugge,Midfielder,1,6,1,0,4,Ricca,Defender,12,0,0,0,11,4
Vormer,Club Brugge,Midfielder,1,6,1,0,4,Sowah,Forward,11,7,1,6,4,5
Vormer,Club Brugge,Midfielder,1,6,1,0,4,Van Der Brempt,Defender,11,5,3,2,2,5
Vormer,Club Brugge,Midfielder,1,6,1,0,4,De Ketelaere,Forward,9,1,0,1,1,6
Vormer,Club Brugge,Midfielder,1,6,1,0,4,Mechele,Defender,5,1,0,1,5,3
Vormer,Club Brugge,Midfielder,1,6,1,0,4,Vormer,Midfielder,3,4,2,2,1,4
Vormer,Club Brugge,Midfielder,1,6,1,0,4,Mbamba-Muanda,Defender,3,1,0,1,0,3
Vanaken,Club Brugge,Midfielder,1,2,0,7,6,Hendry,Defender,42,6,4,2,18,6
Vanaken,Club Brugge,Midfielder,1,2,0,7,6,Nsoki,Defender,41,7,2,5,27,6
Vanaken,Club Brugge,Midfielder,1,2,0,7,6,Balanta,Midfielder,37,10,3,7,9,5
Vanaken,Club Brugge,Midfielder,1,2,0,7,6,Clinton Mata,Defender,22,8,4,4,14,6
Vanaken,Club Brugge,Midfielder,1,2,0,7,6,Vanaken,Midfielder,22,1,0,1,3,6
Vanaken,Club Brugge,Midfielder,1,2,0,7,6,Lang,Forward,16,7,3,4,3,6
Vanaken,Club Brugge,Midfielder,1,2,0,7,6,Rits,Midfielder,14,5,3,2,2,6
Vanaken,Club Brugge,Midfielder,1,2,0,7,6,Sobol,Defender,14,4,3,1,11,4
Vanaken,Club Brugge,Midfielder,1,2,0,7,6,Ricca,Defender,12,0,0,0,11,4
Vanaken,Club Brugge,Midfielder,1,2,0,7,6,Sowah,Forward,11,7,1,6,4,5
Vanaken,Club Brugge,Midfielder,1,2,0,7,6,Van Der Brempt,Defender,11,5,3,2,2,5
Vanaken,Club Brugge,Midfielder,1,2,0,7,6,De Ketelaere,Forward,9,1,0,1,1,6
Vanaken,Club Brugge,Midfielder,1,2,0,7,6,Mechele,Defender,5,1,0,1,5,3
Vanaken,Club Brugge,Midfielder,1,2,0,7,6,Vormer,Midfielder,3,4,2,2,1,4
Vanaken,Club Brugge,Midfielder,1,2,0,7,6,Mbamba-Muanda,Defender,3,1,0,1,0,3
Sobol,Club Brugge,Defender,1,0,0,4,4,Hendry,Defender,42,6,4,2,18,6
Sobol,Club Brugge,Defender,1,0,0,4,4,Nsoki,Defender,41,7,2,5,27,6
Sobol,Club Brugge,Defender,1,0,0,4,4,Balanta,Midfielder,37,10,3,7,9,5
Sobol,Club Brugge,Defender,1,0,0,4,4,Clinton Mata,Defender,22,8,4,4,14,6
Sobol,Club Brugge,Defender,1,0,0,4,4,Vanaken,Midfielder,22,1,0,1,3,6
Sobol,Club Brugge,Defender,1,0,0,4,4,Lang,Forward,16,7,3,4,3,6
Sobol,Club Brugge,Defender,1,0,0,4,4,Rits,Midfielder,14,5,3,2,2,6
Sobol,Club Brugge,Defender,1,0,0,4,4,Sobol,Defender,14,4,3,1,11,4
Sobol,Club Brugge,Defender,1,0,0,4,4,Ricca,Defender,12,0,0,0,11,4
Sobol,Club Brugge,Defender,1,0,0,4,4,Sowah,Forward,11,7,1,6,4,5
Sobol,Club Brugge,Defender,1,0,0,4,4,Van Der Brempt,Defender,11,5,3,2,2,5
Sobol,Club Brugge,Defender,1,0,0,4,4,De Ketelaere,Forward,9,1,0,1,1,6
Sobol,Club Brugge,Defender,1,0,0,4,4,Mechele,Defender,5,1,0,1,5,3
Sobol,Club Brugge,Defender,1,0,0,4,4,Vormer,Midfielder,3,4,2,2,1,4
Sobol,Club Brugge,Defender,1,0,0,4,4,Mbamba-Muanda,Defender,3,1,0,1,0,3
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Meunier,Defender,42,3,0,3,9,6
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Akanji,Defender,39,5,2,3,12,5
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Witsel,Midfielder,35,5,2,3,5,6
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Hummels,Defender,28,8,1,7,12,5
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Bellingham,Midfielder,24,16,9,7,5,6
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Brandt,Midfielder,23,1,0,1,2,5
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Reus,Midfielder,15,1,0,1,7,6
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Dahoud,Midfielder,11,1,0,1,0,4
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Schulz,Defender,10,2,0,2,0,4
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Pongračić,Defender,9,2,2,0,2,5
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Guerreiro,Defender,8,1,0,1,2,3
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Zagadou,Defender,7,0,0,0,3,2
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Reinier,Forward,6,2,0,2,0,3
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Malen,Forward,6,0,0,0,0,6
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Haaland,Forward,5,0,0,0,4,3
Bellingham,Dortmund,Midfielder,3,1,1,24,6,T. Hazard,Midfielder,4,2,0,2,1,3
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Wolf,Midfielder,3,5,0,5,3,5
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Passlack,Midfielder,3,0,0,0,6,2
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Emre Can,Defender,2,0,0,0,0,2
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Knauff,Midfielder,1,4,2,2,0,3
Bellingham,Dortmund,Midfielder,3,1,1,24,6,Moukoko,Forward,1,0,0,0,0,1
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Meunier,Defender,42,3,0,3,9,6
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Akanji,Defender,39,5,2,3,12,5
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Witsel,Midfielder,35,5,2,3,5,6
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Hummels,Defender,28,8,1,7,12,5
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Bellingham,Midfielder,24,16,9,7,5,6
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Brandt,Midfielder,23,1,0,1,2,5
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Reus,Midfielder,15,1,0,1,7,6
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Dahoud,Midfielder,11,1,0,1,0,4
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Schulz,Defender,10,2,0,2,0,4
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Pongračić,Defender,9,2,2,0,2,5
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Guerreiro,Defender,8,1,0,1,2,3
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Zagadou,Defender,7,0,0,0,3,2
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Reinier,Forward,6,2,0,2,0,3
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Malen,Forward,6,0,0,0,0,6
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Haaland,Forward,5,0,0,0,4,3
Dahoud,Dortmund,Midfielder,2,7,1,3,4,T. Hazard,Midfielder,4,2,0,2,1,3
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Wolf,Midfielder,3,5,0,5,3,5
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Passlack,Midfielder,3,0,0,0,6,2
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Emre Can,Defender,2,0,0,0,0,2
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Knauff,Midfielder,1,4,2,2,0,3
Dahoud,Dortmund,Midfielder,2,7,1,3,4,Moukoko,Forward,1,0,0,0,0,1
Reus,Dortmund,Midfielder,1,5,7,5,6,Meunier,Defender,42,3,0,3,9,6
Reus,Dortmund,Midfielder,1,5,7,5,6,Akanji,Defender,39,5,2,3,12,5
Reus,Dortmund,Midfielder,1,5,7,5,6,Witsel,Midfielder,35,5,2,3,5,6
Reus,Dortmund,Midfielder,1,5,7,5,6,Hummels,Defender,28,8,1,7,12,5
Reus,Dortmund,Midfielder,1,5,7,5,6,Bellingham,Midfielder,24,16,9,7,5,6
Reus,Dortmund,Midfielder,1,5,7,5,6,Brandt,Midfielder,23,1,0,1,2,5
Reus,Dortmund,Midfielder,1,5,7,5,6,Reus,Midfielder,15,1,0,1,7,6
Reus,Dortmund,Midfielder,1,5,7,5,6,Dahoud,Midfielder,11,1,0,1,0,4
Reus,Dortmund,Midfielder,1,5,7,5,6,Schulz,Defender,10,2,0,2,0,4
Reus,Dortmund,Midfielder,1,5,7,5,6,Pongračić,Defender,9,2,2,0,2,5
Reus,Dortmund,Midfielder,1,5,7,5,6,Guerreiro,Defender,8,1,0,1,2,3
Reus,Dortmund,Midfielder,1,5,7,5,6,Zagadou,Defender,7,0,0,0,3,2
Reus,Dortmund,Midfielder,1,5,7,5,6,Reinier,Forward,6,2,0,2,0,3
Reus,Dortmund,Midfielder,1,5,7,5,6,Malen,Forward,6,0,0,0,0,6
Reus,Dortmund,Midfielder,1,5,7,5,6,Haaland,Forward,5,0,0,0,4,3
Reus,Dortmund,Midfielder,1,5,7,5,6,T. Hazard,Midfielder,4,2,0,2,1,3
Reus,Dortmund,Midfielder,1,5,7,5,6,Wolf,Midfielder,3,5,0,5,3,5
Reus,Dortmund,Midfielder,1,5,7,5,6,Passlack,Midfielder,3,0,0,0,6,2
Reus,Dortmund,Midfielder,1,5,7,5,6,Emre Can,Defender,2,0,0,0,0,2
Reus,Dortmund,Midfielder,1,5,7,5,6,Knauff,Midfielder,1,4,2,2,0,3
Reus,Dortmund,Midfielder,1,5,7,5,6,Moukoko,Forward,1,0,0,0,0,1
Meunier,Dortmund,Defender,1,0,1,7,6,Meunier,Defender,42,3,0,3,9,6
Meunier,Dortmund,Defender,1,0,1,7,6,Akanji,Defender,39,5,2,3,12,5
Meunier,Dortmund,Defender,1,0,1,7,6,Witsel,Midfielder,35,5,2,3,5,6
Meunier,Dortmund,Defender,1,0,1,7,6,Hummels,Defender,28,8,1,7,12,5
Meunier,Dortmund,Defender,1,0,1,7,6,Bellingham,Midfielder,24,16,9,7,5,6
Meunier,Dortmund,Defender,1,0,1,7,6,Brandt,Midfielder,23,1,0,1,2,5
Meunier,Dortmund,Defender,1,0,1,7,6,Reus,Midfielder,15,1,0,1,7,6
Meunier,Dortmund,Defender,1,0,1,7,6,Dahoud,Midfielder,11,1,0,1,0,4
Meunier,Dortmund,Defender,1,0,1,7,6,Schulz,Defender,10,2,0,2,0,4
Meunier,Dortmund,Defender,1,0,1,7,6,Pongračić,Defender,9,2,2,0,2,5
Meunier,Dortmund,Defender,1,0,1,7,6,Guerreiro,Defender,8,1,0,1,2,3
Meunier,Dortmund,Defender,1,0,1,7,6,Zagadou,Defender,7,0,0,0,3,2
Meunier,Dortmund,Defender,1,0,1,7,6,Reinier,Forward,6,2,0,2,0,3
Meunier,Dortmund,Defender,1,0,1,7,6,Malen,Forward,6,0,0,0,0,6
Meunier,Dortmund,Defender,1,0,1,7,6,Haaland,Forward,5,0,0,0,4,3
Meunier,Dortmund,Defender,1,0,1,7,6,T. Hazard,Midfielder,4,2,0,2,1,3
Meunier,Dortmund,Defender,1,0,1,7,6,Wolf,Midfielder,3,5,0,5,3,5
Meunier,Dortmund,Defender,1,0,1,7,6,Passlack,Midfielder,3,0,0,0,6,2
Meunier,Dortmund,Defender,1,0,1,7,6,Emre Can,Defender,2,0,0,0,0,2
Meunier,Dortmund,Defender,1,0,1,7,6,Knauff,Midfielder,1,4,2,2,0,3
Meunier,Dortmund,Defender,1,0,1,7,6,Moukoko,Forward,1,0,0,0,0,1
Schulz,Dortmund,Defender,1,0,0,2,4,Meunier,Defender,42,3,0,3,9,6
Schulz,Dortmund,Defender,1,0,0,2,4,Akanji,Defender,39,5,2,3,12,5
Schulz,Dortmund,Defender,1,0,0,2,4,Witsel,Midfielder,35,5,2,3,5,6
Schulz,Dortmund,Defender,1,0,0,2,4,Hummels,Defender,28,8,1,7,12,5
Schulz,Dortmund,Defender,1,0,0,2,4,Bellingham,Midfielder,24,16,9,7,5,6
Schulz,Dortmund,Defender,1,0,0,2,4,Brandt,Midfielder,23,1,0,1,2,5
Schulz,Dortmund,Defender,1,0,0,2,4,Reus,Midfielder,15,1,0,1,7,6
